"gamma_g","t_peak","gamma_d","CO2_0","N2O_0","thermal_s0","greenland_v0","glaciers_v0","glaciers_s0","antarctic_s0","Q10","CO2_fertilization","CO2_diffusivity","heat_diffusivity","rf_scale_aerosol","climate_sensitivity","thermal_alpha","greenland_a","greenland_b","greenland_alpha","greenland_beta","glaciers_beta0","glaciers_n","anto_alpha","anto_beta","antarctic_gamma","antarctic_alpha","antarctic_mu","antarctic_nu","antarctic_precip0","antarctic_kappa","antarctic_flow0","antarctic_runoff_height0","antarctic_c","antarctic_bed_height0","antarctic_slope","antarctic_lambda","antarctic_temp_threshold"
0.006,2030.0,0.15,279.9012413630588,267.7657706111343,-0.03758089465984291,7.36846957907383,0.43743786974946564,0.006461975793858323,0.026766498211692337,1.961582076342963,0.6850012613026976,14.118456750998744,4.018333295954006,0.985983741067567,2.6798237887774943,0.15824162860330054,-3.3117772412412747,8.716911549435473,0.0004127536412547475,1.9038594478628423e-5,0.0008702999382048255,0.9362457095212676,0.03408374001074775,0.3310401570441095,1.4316683506694108,0.10364094133733924,7.199533979984468,0.007474305101209754,1.1536664193288741,0.05267102431790734,1.3641562256003497,1701.954913921701,112.55307463717313,797.2548302064951,0.0007196825592494203,0.006783520926931662,-15.51302500347566
0.006,2030.0,0.15,280.94374860686804,273.66152223901804,-0.019015966834949393,7.189572738833979,0.4079709841699883,-0.02474103994687322,0.023561663276624963,1.2012656572111464,0.3222222614032257,164.53956336978558,2.7415016365243825,0.8178359482155996,2.27008556480101,0.1647470955100825,-1.7974920020993082,7.942295109627781,0.000711520628617719,6.45707562997522e-5,0.0007802610949151355,0.8866619983443725,0.1763088517465253,0.4101978656870405,3.8045395896420753,0.11692657197681591,9.510043046992903,0.0032488989452709852,1.3092076797977261,0.07336068725008393,1.3269762973310497,1606.966292247923,132.54900769941523,766.1001140964203,0.0006754158431264817,0.015113780058501398,-15.599404720499097
0.006,2030.0,0.15,280.7684786455501,273.3825792519087,-0.003029123552689168,7.531121377402726,0.4536416388216469,0.07135527592538929,-0.04563933352442732,1.5233122122944696,0.5028838027951731,58.650433901771926,2.91288665493188,1.2370457791559153,3.769197321924139,0.18848384475424929,-1.7094709763156288,8.191468760583046,0.0007301076794943095,9.110509128763944e-6,0.0011819216152415119,0.8138108893076456,0.013937607070418218,1.6030244682938182,1.6359408622340117,0.19873914591756872,9.924327635494995,0.00822542498729733,0.4999147505883853,0.08412173272743823,1.7289572692533126,891.7151184412979,98.1724477088854,799.0255220624205,0.0005533252233785074,0.0064637702133974045,-15.452480586336945
0.006,2030.0,0.15,280.8801896827026,271.25235138438575,0.023105781713914676,7.521485068052607,0.39612542916283733,-0.03851505810810818,-0.031406629878032014,1.079240140465473,0.527196769028631,18.87047675698743,3.161195658326404,1.2846960681494588,3.556231645738999,0.16382999609548984,-1.5030324646919322,8.025220545555769,0.0007458364349613184,0.00013254992626200043,0.0009413314073394709,0.7647777108289441,0.2790075309590608,0.11555326547431874,2.1629409107785262,0.029378920282371473,13.188028010278485,0.0030431917232012708,0.8932517874781782,0.0699071678124013,0.96348816101607,1073.0500313752375,61.982586451862346,787.5274627358453,0.0006934525006016802,0.011840478233965453,-15.435969980460827
0.006,2030.0,0.15,278.8777120039156,271.66562350362165,-0.04817777585318952,7.361295415818899,0.3359128006239768,-0.026314554294732936,0.031119581555595154,2.633284691423469,0.7263938500916981,21.167631712540754,1.7310892416015051,0.8616225534318094,2.0127946924434315,0.20132355422330084,-3.1122521621275157,8.748447011834292,0.00047807934043251726,5.613369099611247e-6,0.0008452887795495414,0.6324875906482704,0.08987911322396384,0.1763603531207131,2.1172903752085483,0.045603478409445335,8.63474047626423,0.007041139448442315,0.6971493922005477,0.043272163897130934,0.8395484179411213,1722.2900254581928,108.33565220952715,753.1148968479514,0.0007168132230033036,0.010121454004544091,-15.8437624820583
0.006,2030.0,0.15,280.4138472700465,276.65761996140697,0.004786290536694649,7.398144591427153,0.44017896955361585,0.0760460674777424,0.0028743506152220915,1.1674194067926416,0.43891980537063763,24.49741046432878,3.3423650025028366,0.9069896994461308,2.775933657429775,0.13786584305684324,-1.2600313871303621,7.7826547840868185,0.00045213857877057393,0.00015967994082575297,0.0009232056053222402,0.9493237033471967,0.04599447323835832,1.0889267487492063,4.154586103644547,0.18408062865880695,8.238956331373291,0.014860654131193758,1.1240593583522198,0.07880223797021702,1.4636980079199342,1035.4430156359283,71.77822664800107,788.8522090566196,0.0006392528003266445,0.00895742672639349,-16.118065245024084
0.006,2030.0,0.15,280.9425258506961,276.99487557205765,-0.01500738737813439,7.4042036111553315,0.4105304691497756,0.010270314338322,-0.0105339522477755,1.0343619391321222,0.2880885184345024,161.86963568877286,3.61751166239635,1.199706257155583,3.714872734587902,0.14062077536885373,-3.834081528151273,8.509347860693671,0.0002264667254585677,2.0997673086406776e-5,0.0009224477738509697,0.5775502174426795,0.12312449840665006,0.2609926419474393,4.241545283014117,0.17005349854473856,8.89326299956955,0.004225786887850132,1.473579270350173,0.07711294717302798,1.0885786628788612,920.5519982761524,91.97940662026828,819.1756737626645,0.0007427231623257727,0.010829333562691586,-15.619725859516675
0.006,2030.0,0.15,280.32251423935435,270.08989185780825,-0.040977862289741276,7.397467680127944,0.33698454011796564,-0.049701331037514854,0.0133406635675862,1.7432897821579783,0.49827706269680666,33.74321777618419,2.5343136547562484,0.9403734394938761,2.23241824538231,0.1884184870380703,-2.2298814472037973,8.240566621999522,0.0005205012316771371,2.464477586632066e-5,0.0009471682569694031,0.6925179734495311,0.10629459033478078,0.40684878506530064,2.3470863285175527,0.24886959742276976,12.95976943322268,0.010365608491211776,0.5712663779578325,0.0507039919920315,0.8377568084477973,1393.2747929329005,80.09104359758066,742.588336722107,0.0006704040219304072,0.009417824972929994,-15.755233466339972
0.006,2030.0,0.15,280.9984954064653,274.6400211343921,0.02957793432328807,7.303646676109193,0.4633266907096291,0.029178969344158527,0.011671715309074395,1.4070730357595627,0.6626400341261345,13.950772871409514,3.1396693050200035,0.9986468509163926,2.733074000677823,0.13605719710764502,-1.1562728871452435,7.730903260313574,0.0003638646479706901,0.000543857601820308,0.0009048051996173127,0.5900064852333161,0.04282295119386152,1.575530276250761,1.3795360121520317,0.34273241143812555,8.584286851692921,0.0032518916949313193,1.4077705756213317,0.05627522514830922,1.5377500911143638,1305.7428512153083,112.1317084380646,766.4634495955532,0.0006666897605490413,0.005391795843204243,-15.77843043176098
0.006,2030.0,0.15,280.48277441284637,264.92314451511567,0.04216128183358591,7.360806903646796,0.3722590599187914,0.02670920543540554,-0.021001123267592865,1.323599189458948,0.6213091183108234,9.746024408045708,2.2952471385007898,1.3720404801220243,4.084554552847857,0.18819574536535508,-2.9861936167645102,8.60691765667122,0.0003961299852426812,1.8144512010321898e-5,0.001084485162856884,0.9316848540022022,0.5150930937456119,0.20025848371344002,1.664289686650207,0.19370014720283854,7.424239263888011,0.008403385385101592,0.3135581072700073,0.050714682651144746,1.6867723254688014,1020.063218581406,133.84696762975872,814.2304362985288,0.0005797150674364985,0.012648183154016569,-15.782432255125515
0.006,2030.0,0.15,280.47243597284154,274.142714360342,0.01679788279508729,7.280111705136833,0.38069310293231245,-0.027650124144081068,0.049806117631163105,1.8747989381997812,0.4785226522146359,44.98849344996118,3.3242086120013523,1.0940178927671107,2.9404609687252785,0.15486470798362018,-3.90310938501294,8.429210559834551,0.00022160892151482821,3.453187531191471e-5,0.0008360432671581236,0.5892798011944494,0.1739328792407246,1.312274442059816,3.5494423822895778,0.09759596183832257,10.039187299422965,0.01231454789590929,0.7267406143890673,0.05000859234868785,1.306463174683092,2018.2266686436117,115.50275276396768,816.6616117189443,0.0006677809582899096,0.008147277697357309,-15.56483054512903
0.006,2030.0,0.15,280.17801328657606,269.5237654366045,-0.02347616612141519,7.412947153165164,0.5090149322265365,0.03364194999625809,0.011193889139778548,1.0873874252297013,0.5827112329005043,8.385943947488842,2.75606042904523,1.2321697642550649,2.873016062846613,0.15161169982072992,-1.5351539215306833,7.8920126952240865,0.0006024877361287935,9.45689137820203e-5,0.0009525911769642291,0.6140740914582268,0.07475561702969176,1.453035637293666,1.9489149761913946,0.080068609311324,7.132468138628391,0.009485806251638787,0.8056993677746146,0.051745706449960766,1.432953781827552,953.979195514258,114.06462678922932,781.5897048785988,0.0006537304837290635,0.012791837763173561,-15.845920416013866
0.006,2030.0,0.15,280.8491469851666,281.2910898534024,-0.04086171570996372,7.31058654718773,0.3840142872062873,-0.020987990405511362,0.004069572007081437,1.941063060359817,0.7120824927302283,15.023743276997136,3.1376020328626666,1.2733973830746061,3.732005616566482,0.1430986074012316,-2.3178169970773412,8.080382261583349,0.0005408869425377202,3.214074352081529e-5,0.0009120498318411341,0.9123700070055089,0.03450543489897405,1.775002895609626,1.4387869948061074,0.1701003921710726,7.562715703697492,0.013387133503277101,0.6280857419703174,0.060979532096191995,1.6457804266673552,1444.7767060301242,98.65866464297169,756.7978756610415,0.0005788436188065193,0.00883430172765132,-16.08761992849753
0.006,2030.0,0.15,279.1201477442772,277.3318946833943,0.025642697739639335,7.349000637560826,0.3378182467623024,-0.026762193878234152,0.019698804956258167,3.7771651275538907,0.6882963762282341,46.28559115904788,2.6342352888848253,1.0407690941827048,2.3999414327117874,0.169341340280821,-2.540607913702368,7.838758288912521,0.0003740916257131588,2.8000848267620303e-5,0.0009675914383642241,0.640286110961787,0.07041387771954155,1.6388487612128726,2.583844417819387,0.13068413752298885,8.29547895379412,0.01433003092224523,1.2853428183549507,0.054342774475009896,1.2575028850759344,1419.4203150541452,92.17823338031418,772.431752248908,0.0007089531921387733,0.01014746574444538,-15.272528358317691
0.006,2030.0,0.15,280.88878489539024,267.18227455902564,0.02304401535934976,7.259068413156449,0.46854568557736154,0.05734005328252528,-0.0231894975060817,2.347485895814052,0.7615311240910948,11.85413287356462,4.9085924851041725,0.8896866903042814,2.602472450067627,0.15493032117046657,-3.7375308136960483,8.705845053058415,0.0003017800716486299,5.289697631587916e-6,0.0009218072051551573,0.9899235196289168,0.01784509506243155,0.09040381667527109,3.746768541655026,0.11153226199735423,9.774614108666682,0.007887977393236174,0.6934970742675598,0.06026037984531945,1.087149341169512,1431.2211981500775,98.97754730689076,741.1586511659984,0.0006414579597838984,0.015554989650577422,-16.160994026709425
0.006,2030.0,0.15,279.32081208217954,272.37538694282506,-0.030674393058080437,7.161090281705502,0.5032318048738942,-0.0016920275583521553,-0.002421449407714435,1.663186946343762,0.540584698328949,19.731307383008424,2.3285029866586,1.1486632550031666,2.742192339940617,0.1734206139202015,-1.1446441478537395,7.390896162936185,0.0007375255563266156,8.59192131014774e-6,0.001023361594438759,0.7604782716001828,0.49604186602088735,1.9468389416926528,2.419694457254948,0.0449132784687069,12.131438648406151,0.00345904892372955,1.1517605225222383,0.05789114913976055,1.229975199159708,763.7449013435843,64.76748399516235,778.7109067698918,0.0007020994438976067,0.00818121016957473,-15.153052419624188
0.006,2030.0,0.15,278.1097825211546,280.82573997723506,-0.013603152056565938,7.171813403952803,0.4765320529078741,-0.009396746686763676,0.046564914414613884,1.026848022145774,0.4355548653920415,22.51502562924673,2.177898448079154,1.2078980167465816,2.7699269906667463,0.17552889941517225,-0.8259684180301792,7.415015735674179,0.0009513920598902484,0.00019234104593493878,0.0008502334696702977,0.9040173216209655,0.411288067326971,0.022824325507711348,3.332994413073278,0.07778316683209613,12.020346079851448,0.008480804491846742,0.29013084390462524,0.06882909326590662,1.5480926853116912,1699.630555337092,90.78926327362976,795.0160608976862,0.0005535353018024164,0.012760000059222242,-15.542719224549463
0.006,2030.0,0.15,280.9515285287634,267.4626456539597,-0.025845026815112228,7.268066112014707,0.4912459279013374,0.04406993724754853,0.02469546849636456,3.074533663228365,0.7261230736831259,22.49826767337542,2.792336835053477,0.9233573919962997,2.2656426538090866,0.18789317086269028,-0.8797968304877337,7.6169741958135315,0.0008977338850982554,0.0004919212210423779,0.000842431017838485,0.9662734118999006,0.18790523644074758,1.608961230111488,3.9333338046125736,0.07153652148683991,8.085632188255813,0.006912163397216068,1.4988360028912566,0.04941972822422247,1.7590069558143426,1211.9318439691842,132.08220530395434,807.8402439045277,0.0007216328499916686,0.007898198424931396,-15.548948527169996
0.006,2030.0,0.15,280.3935303080326,272.92985761645724,0.03894603152162257,7.431386806540591,0.45842706863320226,-0.034321582692277516,0.03151593385238026,1.081207461716962,0.22931473774973793,179.9327210589524,2.887266532147345,1.191125555651742,2.9936441323729235,0.2227561080255153,-2.39649110583838,8.110896322182812,0.0004316841977014212,5.1132897104873295e-5,0.0008485773320856606,0.960014592532943,0.21384197054312,1.3822971030117222,2.6569118099959734,0.1367993237086846,10.789459153015894,0.013686796327479635,0.3866273904569984,0.06994198095130767,0.9936401044664074,839.138092896935,77.88660923012287,779.7455479913327,0.0005877830979525878,0.00830433025542623,-16.170483960768646
0.006,2030.0,0.15,280.0268164236287,277.6879816960934,-0.020683574548796095,7.470521678803407,0.3506378761260769,0.010573368565851966,0.04146861140335776,1.2821363705550106,0.4732475770792778,21.32962065884684,2.8102241728580686,1.1978735175228885,2.8518367828446998,0.1647163672501094,-3.6364357515297043,8.554080459008967,0.00030803126963711744,1.4087765869385922e-5,0.0009890118210784539,0.7553887659565779,0.6029973222472721,1.5405982052115543,1.5669496427023688,0.025605514923461883,12.922586564226888,0.008274582461637295,1.2512300995538832,0.06484765577744951,1.2813337965467495,1488.5312302026132,94.8394747146565,814.3004703094924,0.0007154430347360026,0.011374852707301444,-15.466219961913769
